tstamp,item,correct,actual,grade,totalGrade,maxGrade
"1517214760826","15","a","",0,1,15
"1517216620144","1","13","13",1,11,15
"1517216620144","2","302","31",0,11,15
"1517216620144","3","4","4",1,11,15
"1517216620144","4","a,b","a,b",1,11,15
"1517216620144","5","c","c",1,11,15
"1517216620144","6","b","b",1,11,15
"1517216620144","7","8","15",0,11,15
"1517216620144","8","366","356",0,11,15
"1517216620144","9","b","b",1,11,15
"1517216620144","10","103","103",1,11,15
"1517216620144","11","9","9",1,11,15
"1517216620144","12","5","6",0,11,15
"1517216620144","13","110","110",1,11,15
"1517216620144","14","a","a",1,11,15
"1517216620144","15","a","a",1,11,15
"1517217742680","9","b","b",1,1,10
"1517217742680","15","a","",0,1,10
"1517217742680","25","29","",0,1,10
"1517217742680","17","b","",0,1,10
"1517217742680","41","11","",0,1,10
"1517217742680","44","10,945",",",0,1,10
"1517217742680","49","19","",0,1,10
"1517217742680","53","14","",0,1,10
"1517217742680","73","240","",0,1,10
"1517217742680","70","17","",0,1,10
"1517219149161","1","13","13",1,1,15
"1517219149161","2","302","",0,1,15
"1517219149161","3","4","",0,1,15
"1517219149161","4","a,b",",",0,1,15
"1517219149161","5","c","",0,1,15
"1517219149161","6","b","",0,1,15
"1517219149161","7","8","",0,1,15
"1517219149161","8","366","",0,1,15
"1517219149161","9","b","",0,1,15
"1517219149161","10","103","",0,1,15
"1517219149161","11","9","",0,1,15
"1517219149161","12","5","",0,1,15
"1517219149161","13","110","",0,1,15
"1517219149161","14","a","",0,1,15
"1517219149161","15","a","",0,1,15
"1517219468560","46","16","16",1,1,15
"1517219468560","47","7","",0,1,15
"1517219468560","48","41","",0,1,15
"1517219468560","49","19","",0,1,15
"1517219468560","50","20","",0,1,15
"1517219468560","51","21","",0,1,15
"1517219468560","52","22","",0,1,15
"1517219468560","53","14","",0,1,15
"1517219468560","54","13","",0,1,15
"1517219468560","55","c","",0,1,15
"1517219468560","56","2,3",",",0,1,15
"1517219468560","57","b","",0,1,15
"1517219468560","58","63,31,31,15",",,,",0,1,15
"1517219468560","59","10","",0,1,15
"1517219468560","60","16","",0,1,15
"1517219794218","46","16","16",1,1,15
"1517219794218","47","7","",0,1,15
"1517219794218","48","41","",0,1,15
"1517219794218","49","19","",0,1,15
"1517219794218","50","20","16",0,1,15
"1517219794218","51","21","",0,1,15
"1517219794218","52","22","",0,1,15
"1517219794218","53","14","",0,1,15
"1517219794218","54","13","",0,1,15
"1517219794218","55","c","",0,1,15
"1517219794218","56","2,3",",",0,1,15
"1517219794218","57","b","",0,1,15
"1517219794218","58","63,31,31,15",",,,",0,1,15
"1517219794218","59","10","",0,1,15
"1517219794218","60","16","",0,1,15
"1517222289289","1","13","13",1,9,15
"1517222289289","2","302","301",0,9,15
"1517222289289","3","4","4",1,9,15
"1517222289289","4","a,b","b,b",0,9,15
"1517222289289","5","c","c",1,9,15
"1517222289289","6","b","b",1,9,15
"1517222289289","7","8","5",0,9,15
"1517222289289","8","366","366",1,9,15
"1517222289289","9","b","b",1,9,15
"1517222289289","10","103","103",1,9,15
"1517222289289","11","9","9",1,9,15
"1517222289289","12","5","6",0,9,15
"1517222289289","13","110","510",0,9,15
"1517222289289","14","a","b",0,9,15
"1517222289289","15","a","a",1,9,15
"1517222982606","1","13","13",1,9,15
"1517222982606","2","302","301",0,9,15
"1517222982606","3","4","4",1,9,15
"1517222982606","4","a,b","a,a",0,9,15
"1517222982606","5","c","c",1,9,15
"1517222982606","6","b","b",1,9,15
"1517222982606","7","8","15",0,9,15
"1517222982606","8","366","366",1,9,15
"1517222982606","9","b","b",1,9,15
"1517222982606","10","103","103",1,9,15
"1517222982606","11","9","9",1,9,15
"1517222982606","12","5","2",0,9,15
"1517222982606","13","110","101",0,9,15
"1517222982606","14","a","a",1,9,15
"1517222982606","15","a","c",0,9,15
"1517223565049","1","13","13",1,1,15
"1517223565049","2","302","",0,1,15
"1517223565049","3","4","",0,1,15
"1517223565049","4","a,b",",",0,1,15
"1517223565049","5","c","",0,1,15
"1517223565049","6","b","",0,1,15
"1517223565049","7","8","",0,1,15
"1517223565049","8","366","",0,1,15
"1517223565049","9","b","",0,1,15
"1517223565049","10","103","",0,1,15
"1517223565049","11","9","",0,1,15
"1517223565049","12","5","",0,1,15
"1517223565049","13","110","",0,1,15
"1517223565049","14","a","",0,1,15
"1517223565049","15","a","",0,1,15
"1517223578523","1","13","13",1,1,15
"1517223578523","2","302","",0,1,15
"1517223578523","3","4","",0,1,15
"1517223578523","4","a,b",",",0,1,15
"1517223578523","5","c","",0,1,15
"1517223578523","6","b","",0,1,15
"1517223578523","7","8","",0,1,15
"1517223578523","8","366","",0,1,15
"1517223578523","9","b","",0,1,15
"1517223578523","10","103","",0,1,15
"1517223578523","11","9","",0,1,15
"1517223578523","12","5","",0,1,15
"1517223578523","13","110","",0,1,15
"1517223578523","14","a","",0,1,15
"1517223578523","15","a","",0,1,15
"1517223754364","1","13","13",1,1,15
"1517223754364","2","302","150",0,1,15
"1517223754364","3","4","",0,1,15
"1517223754364","4","a,b",",",0,1,15
"1517223754364","5","c","",0,1,15
"1517223754364","6","b","",0,1,15
"1517223754364","7","8","",0,1,15
"1517223754364","8","366","",0,1,15
"1517223754364","9","b","",0,1,15
"1517223754364","10","103","",0,1,15
"1517223754364","11","9","",0,1,15
"1517223754364","12","5","",0,1,15
"1517223754364","13","110","",0,1,15
"1517223754364","14","a","",0,1,15
"1517223754364","15","a","",0,1,15
"1517223917455","1","13","13",1,3,15
"1517223917455","2","302","302",1,3,15
"1517223917455","3","4","4",1,3,15
"1517223917455","4","a,b",",",0,3,15
"1517223917455","5","c","",0,3,15
"1517223917455","6","b","",0,3,15
"1517223917455","7","8","",0,3,15
"1517223917455","8","366","",0,3,15
"1517223917455","9","b","",0,3,15
"1517223917455","10","103","",0,3,15
"1517223917455","11","9","",0,3,15
"1517223917455","12","5","",0,3,15
"1517223917455","13","110","",0,3,15
"1517223917455","14","a","",0,3,15
"1517223917455","15","a","",0,3,15
"1517224449814","1","13","229",0,0,15
"1517224449814","2","302","",0,0,15
"1517224449814","3","4","",0,0,15
"1517224449814","4","a,b",",",0,0,15
"1517224449814","5","c","",0,0,15
"1517224449814","6","b","",0,0,15
"1517224449814","7","8","",0,0,15
"1517224449814","8","366","",0,0,15
"1517224449814","9","b","",0,0,15
"1517224449814","10","103","",0,0,15
"1517224449814","11","9","",0,0,15
"1517224449814","12","5","",0,0,15
"1517224449814","13","110","",0,0,15
"1517224449814","14","a","",0,0,15
"1517224449814","15","a","",0,0,15
"1517224743525","1","13","13",1,1,15
"1517224743525","2","302","",0,1,15
"1517224743525","3","4","",0,1,15
"1517224743525","4","a,b",",",0,1,15
"1517224743525","5","c","",0,1,15
"1517224743525","6","b","",0,1,15
"1517224743525","7","8","",0,1,15
"1517224743525","8","366","",0,1,15
"1517224743525","9","b","",0,1,15
"1517224743525","10","103","",0,1,15
"1517224743525","11","9","",0,1,15
"1517224743525","12","5","",0,1,15
"1517224743525","13","110","",0,1,15
"1517224743525","14","a","",0,1,15
"1517224743525","15","a","",0,1,15
"1517224960809","1","13","13",1,4,15
"1517224960809","2","302","302",1,4,15
"1517224960809","3","4","4",1,4,15
"1517224960809","4","a,b","a,b",1,4,15
"1517224960809","5","c","",0,4,15
"1517224960809","6","b","",0,4,15
"1517224960809","7","8","",0,4,15
"1517224960809","8","366","",0,4,15
"1517224960809","9","b","",0,4,15
"1517224960809","10","103","",0,4,15
"1517224960809","11","9","",0,4,15
"1517224960809","12","5","",0,4,15
"1517224960809","13","110","",0,4,15
"1517224960809","14","a","",0,4,15
"1517224960809","15","a","",0,4,15
"1517225546526","1","13","13",1,8,15
"1517225546526","2","302","5",0,8,15
"1517225546526","3","4","1",0,8,15
"1517225546526","4","a,b","a,b",1,8,15
"1517225546526","5","c","c",1,8,15
"1517225546526","6","b","b",1,8,15
"1517225546526","7","8","1",0,8,15
"1517225546526","8","366","366",1,8,15
"1517225546526","9","b","b",1,8,15
"1517225546526","10","103","4",0,8,15
"1517225546526","11","9","7",0,8,15
"1517225546526","12","5","2",0,8,15
"1517225546526","13","110","50",0,8,15
"1517225546526","14","a","a",1,8,15
"1517225546526","15","a","a",1,8,15
"1517225733525","61","b","b",1,1,15
"1517225733525","62","a","",0,1,15
"1517225733525","63","4","",0,1,15
"1517225733525","64","7","",0,1,15
"1517225733525","65","4","",0,1,15
"1517225733525","66","7","",0,1,15
"1517225733525","67","68","",0,1,15
"1517225733525","68","68","",0,1,15
"1517225733525","69","51","",0,1,15
"1517225733525","70","17","",0,1,15
"1517225733525","71","a,a",",",0,1,15
"1517225733525","72","b","",0,1,15
"1517225733525","73","240","",0,1,15
"1517225733525","74","c,d","",0,1,15
"1517225733525","75","34","",0,1,15
"1517225898767","1","13","13",1,7,15
"1517225898767","2","302","301",0,7,15
"1517225898767","3","4","7",0,7,15
"1517225898767","4","a,b","a,b",1,7,15
"1517225898767","5","c","a",0,7,15
"1517225898767","6","b","b",1,7,15
"1517225898767","7","8","8",1,7,15
"1517225898767","8","366","365",0,7,15
"1517225898767","9","b","b",1,7,15
"1517225898767","10","103","103",1,7,15
"1517225898767","11","9","8",0,7,15
"1517225898767","12","5","3",0,7,15
"1517225898767","13","110","101",0,7,15
"1517225898767","14","a","a",1,7,15
"1517225898767","15","a","c",0,7,15
"1517226192646","1","13","",0,0,15
"1517226192646","2","302","",0,0,15
"1517226192646","3","4","",0,0,15
"1517226192646","4","a,b",",",0,0,15
"1517226192646","5","c","",0,0,15
"1517226192646","6","b","",0,0,15
"1517226192646","7","8","",0,0,15
"1517226192646","8","366","",0,0,15
"1517226192646","9","b","",0,0,15
"1517226192646","10","103","",0,0,15
"1517226192646","11","9","",0,0,15
"1517226192646","12","5","",0,0,15
"1517226192646","13","110","",0,0,15
"1517226192646","14","a","",0,0,15
"1517226192646","15","a","",0,0,15
"1517227078725","1","13","13",1,8,15
"1517227078725","2","302","301",0,8,15
"1517227078725","3","4","4",1,8,15
"1517227078725","4","a,b","a,b",1,8,15
"1517227078725","5","c","a",0,8,15
"1517227078725","6","b","c",0,8,15
"1517227078725","7","8","8",1,8,15
"1517227078725","8","366","365",0,8,15
"1517227078725","9","b","a",0,8,15
"1517227078725","10","103","103",1,8,15
"1517227078725","11","9","8",0,8,15
"1517227078725","12","5","5",1,8,15
"1517227078725","13","110","111",0,8,15
"1517227078725","14","a","a",1,8,15
"1517227078725","15","a","a",1,8,15
"1517227263928","16","a","b",0,4,15
"1517227263928","17","b","b",1,4,15
"1517227263928","18","17","17",1,4,15
"1517227263928","19","29","35",0,4,15
"1517227263928","20","15,21","21,21",0,4,15
"1517227263928","21","14","14",1,4,15
"1517227263928","22","3","9",0,4,15
"1517227263928","23","14","20",0,4,15
"1517227263928","24","b","b",1,4,15
"1517227263928","25","29","7",0,4,15
"1517227263928","26","a","b",0,4,15
"1517227263928","27","23","14",0,4,15
"1517227263928","28","62","50",0,4,15
"1517227263928","29","17","13",0,4,15
"1517227263928","30","6","13",0,4,15
"1517227509406","16","a","a",1,4,15
"1517227509406","17","b","a",0,4,15
"1517227509406","18","17","21",0,4,15
"1517227509406","19","29","31",0,4,15
"1517227509406","20","15,21","15,21",1,4,15
"1517227509406","21","14","14",1,4,15
"1517227509406","22","3","30",0,4,15
"1517227509406","23","14","10",0,4,15
"1517227509406","24","b","a",0,4,15
"1517227509406","25","29","14",0,4,15
"1517227509406","26","a","b",0,4,15
"1517227509406","27","23","8",0,4,15
"1517227509406","28","62","62",1,4,15
"1517227509406","29","17","19",0,4,15
"1517227509406","30","6","11",0,4,15
"1517227917207","8","366","366",1,2,10
"1517227917207","7","8","13",0,2,10
"1517227917207","25","29","14",0,2,10
"1517227917207","30","6","13",0,2,10
"1517227917207","44","10,945","152,945",0,2,10
"1517227917207","42","10","11",0,2,10
"1517227917207","60","16","16",1,2,10
"1517227917207","54","13","",0,2,10
"1517227917207","72","b","c",0,2,10
"1517227917207","64","7","",0,2,10
"1517227997171","16","a","a",1,2,15
"1517227997171","17","b","a",0,2,15
"1517227997171","18","17","4",0,2,15
"1517227997171","19","29","7",0,2,15
"1517227997171","20","15,21","n<7,",0,2,15
"1517227997171","21","14","8",0,2,15
"1517227997171","22","3","8",0,2,15
"1517227997171","23","14","365",0,2,15
"1517227997171","24","b","d",0,2,15
"1517227997171","25","29","10",0,2,15
"1517227997171","26","a","a",1,2,15
"1517227997171","27","23","5",0,2,15
"1517227997171","28","62","111",0,2,15
"1517227997171","29","17","4",0,2,15
"1517227997171","30","6","13",0,2,15
"1517228236457","16","a","a",1,3,15
"1517228236457","17","b","a",0,3,15
"1517228236457","18","17","4",0,3,15
"1517228236457","19","29","7",0,3,15
"1517228236457","20","15,21","n<7,",0,3,15
"1517228236457","21","14","8",0,3,15
"1517228236457","22","3","8",0,3,15
"1517228236457","23","14","365",0,3,15
"1517228236457","24","b","b",1,3,15
"1517228236457","25","29","10",0,3,15
"1517228236457","26","a","a",1,3,15
"1517228236457","27","23","5",0,3,15
"1517228236457","28","62","111",0,3,15
"1517228236457","29","17","4",0,3,15
"1517228236457","30","6","13",0,3,15
"1517228582853","9","b","b",1,2,10
"1517228582853","15","a","",0,2,10
"1517228582853","16","a","a",1,2,10
"1517228582853","18","17","",0,2,10
"1517228582853","31","106","",0,2,10
"1517228582853","37","b","",0,2,10
"1517228582853","47","7","",0,2,10
"1517228582853","59","10","",0,2,10
"1517228582853","66","7","",0,2,10
"1517228582853","72","b","",0,2,10
"1517228592739","9","b","b",1,1,10
"1517228592739","4","a,b",",",0,1,10
"1517228592739","27","23","",0,1,10
"1517228592739","23","14","",0,1,10
"1517228592739","42","10","",0,1,10
"1517228592739","44","10,945",",",0,1,10
"1517228592739","50","20","",0,1,10
"1517228592739","57","b","",0,1,10
"1517228592739","75","34","",0,1,10
"1517228592739","63","4","",0,1,10
"1517228727798","31","106","13",0,2,15
"1517228727798","32","73","301",0,2,15
"1517228727798","33","5","4",0,2,15
"1517228727798","34","4","7",0,2,15
"1517228727798","35","a","a",1,2,15
"1517228727798","36","b","a",0,2,15
"1517228727798","37","b","b",1,2,15
"1517228727798","38","6","36",0,2,15
"1517228727798","39","2","11",0,2,15
"1517228727798","40","1090","103",0,2,15
"1517228727798","41","11","8",0,2,15
"1517228727798","42","10","5",0,2,15
"1517228727798","43","13","11",0,2,15
"1517228727798","44","10,945","11,",0,2,15
"1517228727798","45","1023,a","8,b",0,2,15
"1517228775344","9","b","b",1,2,10
"1517228775344","4","a,b",",",0,2,10
"1517228775344","27","23","3",0,2,10
"1517228775344","23","14","",0,2,10
"1517228775344","42","10","10",1,2,10
"1517228775344","44","10,945",",",0,2,10
"1517228775344","50","20","",0,2,10
"1517228775344","57","b","",0,2,10
"1517228775344","75","34","",0,2,10
"1517228775344","63","4","",0,2,10
"1517228827843","1","13","221",0,0,15
"1517228827843","2","302","",0,0,15
"1517228827843","3","4","",0,0,15
"1517228827843","4","a,b",",",0,0,15
"1517228827843","5","c","",0,0,15
"1517228827843","6","b","",0,0,15
"1517228827843","7","8","",0,0,15
"1517228827843","8","366","",0,0,15
"1517228827843","9","b","",0,0,15
"1517228827843","10","103","",0,0,15
"1517228827843","11","9","",0,0,15
"1517228827843","12","5","",0,0,15
"1517228827843","13","110","",0,0,15
"1517228827843","14","a","",0,0,15
"1517228827843","15","a","",0,0,15
"1517228911288","1","13","13",1,1,15
"1517228911288","2","302","151",0,1,15
"1517228911288","3","4","",0,1,15
"1517228911288","4","a,b",",",0,1,15
"1517228911288","5","c","",0,1,15
"1517228911288","6","b","",0,1,15
"1517228911288","7","8","",0,1,15
"1517228911288","8","366","",0,1,15
"1517228911288","9","b","",0,1,15
"1517228911288","10","103","",0,1,15
"1517228911288","11","9","",0,1,15
"1517228911288","12","5","",0,1,15
"1517228911288","13","110","",0,1,15
"1517228911288","14","a","",0,1,15
"1517228911288","15","a","",0,1,15
"1517229116096","1","13","13",1,7,15
"1517229116096","2","302","150",0,7,15
"1517229116096","3","4","4",1,7,15
"1517229116096","4","a,b","a,b",1,7,15
"1517229116096","5","c","c",1,7,15
"1517229116096","6","b","b",1,7,15
"1517229116096","7","8","8",1,7,15
"1517229116096","8","366","366",1,7,15
"1517229116096","9","b","",0,7,15
"1517229116096","10","103","",0,7,15
"1517229116096","11","9","",0,7,15
"1517229116096","12","5","",0,7,15
"1517229116096","13","110","",0,7,15
"1517229116096","14","a","",0,7,15
"1517229116096","15","a","",0,7,15
"1517229316611","1","13","13",1,10,15
"1517229316611","2","302","149",0,10,15
"1517229316611","3","4","4",1,10,15
"1517229316611","4","a,b","a,b",1,10,15
"1517229316611","5","c","c",1,10,15
"1517229316611","6","b","b",1,10,15
"1517229316611","7","8","8",1,10,15
"1517229316611","8","366","366",1,10,15
"1517229316611","9","b","b",1,10,15
"1517229316611","10","103","202",0,10,15
"1517229316611","11","9","9",1,10,15
"1517229316611","12","5","2",0,10,15
"1517229316611","13","110","",0,10,15
"1517229316611","14","a","a",1,10,15
"1517229316611","15","a","",0,10,15
"1517229896789","1","13","13",1,1,15
"1517229896789","2","302","",0,1,15
"1517229896789","3","4","",0,1,15
"1517229896789","4","a,b",",",0,1,15
"1517229896789","5","c","",0,1,15
"1517229896789","6","b","",0,1,15
"1517229896789","7","8","",0,1,15
"1517229896789","8","366","",0,1,15
"1517229896789","9","b","",0,1,15
"1517229896789","10","103","",0,1,15
"1517229896789","11","9","",0,1,15
"1517229896789","12","5","",0,1,15
"1517229896789","13","110","",0,1,15
"1517229896789","14","a","",0,1,15
"1517229896789","15","a","",0,1,15
"1517230449976","1","13","13",1,5,15
"1517230449976","2","302","301",0,5,15
"1517230449976","3","4","4",1,5,15
"1517230449976","4","a,b","a,a",0,5,15
"1517230449976","5","c","a",0,5,15
"1517230449976","6","b","b",1,5,15
"1517230449976","7","8","15",0,5,15
"1517230449976","8","366","366",1,5,15
"1517230449976","9","b","b",1,5,15
"1517230449976","10","103","300",0,5,15
"1517230449976","11","9","",0,5,15
"1517230449976","12","5","",0,5,15
"1517230449976","13","110","",0,5,15
"1517230449976","14","a","",0,5,15
"1517230449976","15","a","",0,5,15
"1517231312264","1","13","21",0,8,15
"1517231312264","2","302","5",0,8,15
"1517231312264","3","4","4",1,8,15
"1517231312264","4","a,b","a,b",1,8,15
"1517231312264","5","c","d",0,8,15
"1517231312264","6","b","b",1,8,15
"1517231312264","7","8","7",0,8,15
"1517231312264","8","366","366",1,8,15
